model_id,name,quantization,status,run_id,timestamp,round_name,score,reasoning,speed_tps,total_score,total_speed,max_score
qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",2427ed25-3316-4eb9-80e3-d26764bd8ae4,"2026-06-28 05:13:55",creative_writing,10,"The model's response successfully addresses all key points of the prompt. It maintains a strict first-person perspective ('I') throughout the narrative. The tone is distinctly noir/hard-boiled, utilizing short sentences and a cynical outlook on the job. Technical jargon (BGP routing table, TTL handshake, OSPF adjacency, packet loss, ECMP weight) is used accurately within the context of network engineering. The theme of isolation is central to the story, emphasized by phrases like 'No one else watches this feed' and 'The isolation pressed harder than the low pressure in the room.' Finally, the word count is approximately 480 words, which falls well within the +/- 10% variance allowed for a 500-word target. No hallucinations were detected.",29.34,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",2427ed25-3316-4eb9-80e3-d26764bd8ae4,"2026-06-28 05:13:55",knowledge_qa,2,"The model failed to provide the correct full Thai script and phonetic Romanization for Bangkok's ceremonial name, instead providing an incorrect/hallucinated version. Consequently, its English translation also missed critical required elements such as 'Nine Gems' (Noppharat) and the deities 'Indra' or 'Vishvakarman'. It only partially addressed one key point by mentioning 'City of Angels', but did so in the context of the short administrative name rather than the full ceremonial title.",29.15,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",2427ed25-3316-4eb9-80e3-d26764bd8ae4,"2026-06-28 05:13:55",speed_metric,12,"Observed average TPS: 29.21",29.212500000000002,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,qwen3.5-9b-uncensored-hauhaucs-aggressive-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",2427ed25-3316-4eb9-80e3-d26764bd8ae4,"2026-06-28 05:13:55",technical_reasoning,18,"The model successfully addresses all five key points from the gold standard. It correctly identifies PagedAttention and block-based memory management, explains how static buffers require contiguous memory leading to internal fragmentation, describes non-contiguous storage in paged systems, links dynamic allocation to higher throughput via continuous batching, and highlights the benefits for consumer GPUs with limited VRAM. The model also provides accurate technical details about llama.cpp's specific implementation (memory pool with offset pointers) without hallucinating facts.",29.19,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",abstract_logic,0,"The model provided an empty response and failed to provide any steps or final coordinate pair as requested in the benchmark.",28.763333333333335,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",code_generation,15,"The model successfully addresses all five key points conceptually and implements the core logic for TokenBucket rate limiting, exponential backoff, and 5xx error handling correctly in the visible code snippet. It also adds valuable features like a Semaphore for concurrency control and HTML metadata extraction. However, the response is truncated before showing the implementation of `aiohttp.TCPConnector` for connection pooling and the final `asyncio.gather`/`TaskGroup` call, leading to minor deductions for incompleteness regarding those specific requirements.",28.73,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",creative_writing,10,"The model successfully addressed all five key points. It adopted a strong noir/hard-boiled tone with short sentences and a cynical outlook. The perspective remained strictly first-person throughout the narrative. Technical jargon (BGP peering sessions, TTL, AS_PATH, traceroute) was used accurately and contextually. The theme of isolation was central to the story, explicitly described as 'mental' rather than physical. Finally, the word count is approximately 468 words, which falls within the allowed +/- 10% variance of the 500-word target.",28.78,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",knowledge_qa,0,"The model provided an empty response and failed to provide any of the required information, including the Thai script, phonetic Romanization, or English translation. Consequently, none of the key points were addressed.",28.763333333333335,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",speed_metric,11,"Observed average TPS: 28.76",28.763333333333335,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,qwen3.5-9b-uncensored-hauhaucs-aggressive-q8_0,Unknown,"✅ FAST",a3a2c9ed-5714-4c98-a26d-5dc252b3c95e,"2026-06-28 04:42:38",technical_reasoning,12,"The model accurately addresses most key points: it mentions PagedAttention and block-based management, explains that static buffers require contiguous memory causing waste (dead space/internal fragmentation), describes how dynamic/paged allocation allows non-contiguous storage, and identifies the benefits for consumer GPUs with limited VRAM. However, it misses a crucial causal link from the gold standard: it does not explain that dynamic/paged allocation specifically enables higher throughput via continuous batching by allowing new requests to start without waiting for a giant contiguous block. Instead, it argues that static buffers are faster/simpler on consumer GPUs. This missing technical reasoning deducts points.",28.78,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",abstract_logic,0,"The model's response is completely empty. It failed to provide any of the required steps (Step 1: (j, N-1-i), Step 2: (j, i), Step 3: (N-1-j, N-1-i)) or the final coordinate pair.",23.5075,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",code_generation,16,"The model correctly addresses all key points: it uses aiohttp.ClientSession with TCPConnector for connection pooling, implements a TokenBucket class with sleep/refill logic (though slightly less efficient than the gold standard), implements exponential backoff using 2 ** attempt, handles 5xx errors specifically as retry triggers, and conceptually mentions asyncio.TaskGroup/asyncio.gather. However, the response is truncated right before showing the actual execution of tasks (e.g., asyncio.gather or TaskGroup usage), which prevents full verification of that specific point. Additionally, the TokenBucket's sleep logic uses a busy-wait loop with short sleeps instead of sleeping for the exact deficit time, making it slightly less optimal but functionally correct.",23.48,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",creative_writing,8,"The model successfully captures the noir/hard-boiled tone and strictly maintains a first-person perspective throughout the narrative. The theme of isolation is central to the story, effectively conveyed through the protagonist's solitude in the bunker. It also employs extensive technical jargon (BGP, AS path, peering point, deep-packet inspection). However, there are two minor deductions: 1) The length is approximately 620 words, which exceeds the +/- 10% variance from the requested 500-word limit. 2) The model misuses the technical term 'TTL' (Time To Live), stating it dropped by twelve milliseconds; TTL is measured in seconds or hops, not time units like milliseconds.",23.62,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",knowledge_qa,2,"The model correctly identifies the short formal name and translates it as 'City of Angels', earning partial credit for that key point. However, it fails to meet the other four key points: it hallucinates a completely incorrect Thai script after the first few words, provides an inaccurate Romanization by adding non-existent suffixes ('Piman Akat'), fails to translate 'Noppharat' as 'Nine Gems', and omits any mention of the deities Indra or Vishvakarman in its English translation.",23.47,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",speed_metric,9,"Observed average TPS: 23.51",23.5075,,,
qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,qwen3.5-9b-uncensored-hauhaucs-aggressive-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",eba55f49-784f-4b6f-b42c-998a0cdeb9f6,"2026-06-28 04:07:41",technical_reasoning,18,"The model response thoroughly addresses all five key points from the gold standard. It explicitly mentions PagedAttention (vLLM-style) and block-based memory management. It correctly explains that static buffers require contiguous memory allocation per sequence, leading to internal fragmentation/waste when requests finish early but the reserved space remains unused. It accurately describes how dynamic/paged allocation divides the KV cache into non-contiguous pages stored wherever memory is available. The model links this dynamic allocation to higher throughput and continuous batching by explaining its ability to scale well with many varying-length requests without waiting for contiguous blocks. Finally, it specifically addresses consumer GPUs (e.g., RTX 3090/4090), noting how paged attention helps fit more sequences in limited VRAM by avoiding the memory overhead of over-provisioning static buffers.",23.46,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",abstract_logic,0,"The model's response is incoherent and fails to provide a logical derivation or final answer. It repeatedly gets stuck trying to determine the formula for a 90-degree clockwise rotation, mentioning incorrect or uncertain variations like 'j,N-1-i' but never committing to it. Consequently, it completely misses Step 2 (Horizontal Reflection), Step 3 (180° CCW), and the final coordinate pair.",31.92,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",code_generation,0,"The model failed to implement any of the required functionality. Instead of providing working Python code, it outputted a block of comments mentioning the concepts (rate limiter, exponential backoff) and included several hallucinated/non-existent imports (`asyncio.TGroup`, `T_loop`, `Tor.http.TGroupWorker`). No actual implementation of the TokenBucket, exponential backoff, error handling, or connection pooling was provided.",35.1,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",creative_writing,1,"The model failed significantly across almost all criteria. It included meta-commentary at the beginning instead of just writing the story. The narrative perspective shifted to third-person ('his feet', 'he he') rather than strictly first-person. The tone is not noir/hard-boiled but broken and nonsensical due to a severe text generation collapse, evidenced by massive repetition loops (e.g., 'The The The...'). While it mentions some networking terms like 'packets' and 'routing infrastructure', the context is incoherent. The theme of isolation is present but poorly conveyed through the broken narrative. The length requirement was technically met only due to artificial inflation from repetitive nonsense, not a coherent 500-word story.",32.08,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",knowledge_qa,0,"The model completely failed to provide any of the required information. It did not include the Thai script, phonetic Romanization, or the correct English translation containing 'City of Angels', 'Nine Gems', or 'Indra/Vishvakarman'. Furthermore, it hallucinated that the Thai script is 'keypad' and the translation is 'Bang Khan', which are entirely fabricated facts.",35.24,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",speed_metric,14,"Observed average TPS: 33.95",33.945999999999991,,,
deepseek-r1-distill-qwen-7b-q8_0,deepseek-r1-distill-qwen-7b-q8_0,Unknown,"⚠️ HALLUCINATION WARNING",7e03e2ff-1e46-4789-9f8d-8a60b2dce273,"2026-06-28 03:56:55",technical_reasoning,3,"The model fails to accurately address the key points. It hallucinates the library name as 'Leavt.cpp' instead of llama.cpp. Furthermore, it incorrectly explains the memory management mechanism by conflating GPU KV cache block allocation (PagedAttention) with OS-level virtual memory paging and fragmentation. While it mentions continuous batching and static vs. dynamic allocation, it misses all specific technical details regarding PagedAttention, contiguous memory waste in KV caches, non-contiguous storage for tokens, and consumer GPU VRAM constraints.",35.39,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",abstract_logic,0,"The model fails to provide a clear logical flow and struggles significantly with indexing consistency, repeatedly mixing one-based and zero-based systems without resolving the confusion. While it briefly mentions the correct formula for Step 1 (j, N - i - 1), it completely fails to correctly derive or state Step 2 as (j, i), Step 3 as (N-1-j, N-1-i), or the final coordinate pair. The response is highly disorganized and does not address the majority of the key points required for a passing score.",25.97,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",code_generation,0,"The model's response is completely broken and fails to provide any functional Python code. It consists of rambling text, pseudo-code comments, and severely malformed syntax that would not even parse as valid Python (e.g., 'def __init__( self self.token isselfmax_concurrentintselflast renewal intself.interval'). None of the key points—using aiohttp.ClientSession with TCPConnector, implementing a working TokenBucket class, exponential backoff, asyncio.gather(return_exceptions=True), or handling 5xx errors—are implemented in actual code.",26.03,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",creative_writing,0,"The model completely failed to generate the requested creative writing piece. Instead of producing a coherent narrative with a noir/hard-boiled tone in the first-person perspective, the response consists of rambling meta-commentary about how to write the story, interspersed with broken sentences and repetitive gibberish (e.g., 'the the the', 'and and and'). It fails all key points: no noir tone, incorrect third-person perspective ('they'), inaccurate/incoherent use of technical jargon, and while it mentions isolation, it does so through fragmented thoughts rather than a central narrative theme. The length is also not properly utilized as a story.",26.09,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",knowledge_qa,0,"The model completely failed to address any of the key points. It did not provide the full Thai script, phonetic Romanization, or the correct English translation mentioning 'City of Angels', 'Nine Gems', or the deities 'Indra'/'Vishvakarman'. Instead, it provided a garbled and incoherent response that hallucinated incorrect etymology for Bangkok's name.",28.08,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",speed_metric,11,"Observed average TPS: 26.49",26.49,,,
deepseek-r1-distill-qwen-7b-q6_k,deepseek-r1-distill-qwen-7b-q6_k,Q6_K,"⚠️ HALLUCINATION WARNING",c7b330ee-a32a-471b-b9a9-36981925da28,"2026-06-28 03:37:37",technical_reasoning,0,"The model completely failed to address the prompt's intended topic regarding llama.cpp and KV cache management. Instead, it hallucinated a discussion about LuaLaTeX and then devolved into repetitive gibberish ('p p p...'). None of the five key points from the gold standard were addressed.",26.28,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",abstract_logic,14,"The model correctly tracks the point through all three transformations using a consistent 1-indexed coordinate system. Step 1 (90° CW rotation) is correctly calculated as $(j, N - i + 1)$. Step 2 (Horizontal Reflection) correctly simplifies to $(j, i)$, which matches the transpose property mentioned in the gold standard. Step 3 (180° CCW rotation) correctly yields $(N - j + 1, N - i + 1)$. The final coordinate pair is accurately expressed in terms of $N$, $i$, and $j$, and the logical flow demonstrates a clear understanding of indexing consistency.",35.09,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",code_generation,12,"The model correctly implements the TokenBucket class with sleep/refill logic and handles 5xx errors as retry triggers. It also implements exponential backoff using `2 ** attempt`. However, it fails to use `aiohttp.TCPConnector` for connection pooling, only using a basic `ClientSession`. Furthermore, while it attempts to use `asyncio.TaskGroup`, it hallucinates a non-existent method `tg.gather()`, which would cause the code to crash. Therefore, points are deducted for these issues.",34.19,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",creative_writing,10,"The model successfully addressed all key points. It maintained a strict first-person perspective throughout the narrative. The tone was appropriately noir/hard-boiled, featuring short sentences and a cynical outlook on the protagonist's role as an 'Infrastructure Watchman.' Technical jargon (packets, latency jitter, packet loss, TCP handshake requests, UDP bursts, QOS prioritization queues) was used accurately to describe the network anomaly, substituting BGP/routing tables with other valid networking terms. The theme of isolation was central and explicitly highlighted ('cosmic abandonment,' 'I was alone with the anomaly'). Finally, the word count is approximately 480 words, which falls within the allowed +/- 10% variance for a 500-word target.",35.32,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",knowledge_qa,2,"The model completely failed to provide the full formal name of Bangkok as required by the gold standard and key points. It only provided the short name (กรุงเทพมหานคร / Krung Thep Maha Nakhon) and its partial translation ('Great City of Angels'). It missed the rest of the long Thai script, the full phonetic Romanization, the mention of 'Nine Gems' (Noppharat), and the deities 'Indra' or 'Vishvakarman'. While it correctly identified the short name and translated it, it failed to address the primary requirement of providing the complete formal designation.",34.85,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",speed_metric,14,"Observed average TPS: 34.93",34.932,,,
gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,gemma-4-e4b-uncensored-hauhaucs-aggressive-q8_k_p,Unknown,"✅ FAST",471ab54c-b480-4f97-bf70-1af15fe078a1,"2026-06-27 23:52:52",technical_reasoning,18,"The model successfully addresses all five key points from the gold standard. It explicitly mentions PagedAttention and block-based memory management, explains how static buffers require contiguous memory leading to internal fragmentation, describes dynamic allocation using non-contiguous scattered blocks, links this approach to continuous batching and higher throughput, and identifies the benefit for consumer GPUs through optimal utilization and maximum batch size.",35.21,,,
qwen3.6-28b-reap20-a3b-q4_k_m,qwen3.6-28b-reap20-a3b-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",e5550023-b9dd-4929-b2e4-02c9b907c4b9,"2026-06-27 12:03:07",abstract_logic,0,"The model output is empty and does not address any of the required steps or final coordinate expression.",31.113333333333333,,,
qwen3.6-28b-reap20-a3b-q4_k_m,qwen3.6-28b-reap20-a3b-q4_k_m,Q4_K_M,"⚠️ HALLUCINATION WARNING",e5550023-b9dd-4929-b2e4-02c9b907c4b9,"2026-06-27 12:03:07",code_generation,0,"The model response is completely empty and does not contain any code or explanation addressing the required key points.",31.113333333333333,,,
